@relation QueryResult-weka.filters.unsupervised.attribute.NominalToString-C1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-R3

@attribute sentence string
@attribute isRelevant {0,1}

@data
'Commit 1663899 from Adrien Grand in branch \'dev/trunk\'\n[ https://svn.apache.org/r1663899 ]\nLUCENE-6304: Add MatchNoDocsQuery.',0
Committed.,1
'Thanks Lee!',0
'Commit 1663901 from Adrien Grand in branch \'dev/branches/branch_5x\'\n[ https://svn.apache.org/r1663901 ]\nLUCENE-6304: Add MatchNoDocsQuery.',0
'Bulk close after 5.1 release',1
+1,1
'I added two more timings to the patch.',1
'here is the output on one of my wiki10m segments:\n\nsize (MB)=624.591\n    diagnostics = {os=Linux, java.vendor=Oracle Corporation, java.version=1.8.0_40-ea, lucene.version=6.0.0, mergeMaxNumSegments=-1, os.arch=amd64, source=merge, mergeFactor=10, os.version=3.13.0-43-generic, timestamp=1423097209630}\n    has deletions [delGen=6]\n    test: open reader.........OK [took 0.075 sec]\n    test: check integrity.....OK [took 1.515 sec]\n    test: check live docs.....OK [90031 deleted docs]\n    test: field infos.........OK [8 fields] [took 0.000 sec]\n    test: field norms.........OK [2 fields] [took 0.046 sec]\n    test: terms, freq, prox...OK [6844227 terms; 170452948 terms/docs pairs; 240913350 tokens] [took 13.171 sec]\n    test (ignoring deletes): terms, freq, prox...OK [7105194 terms; 179422787 terms/docs pairs; 253586353 tokens] [took 9.632 sec]\n    test: stored fields.......OK [5135307 total field count; avg 3.0 fields per doc] [took 4.648 sec]\n    test: term vectors........OK [0 total term vector count; avg 0.0 term/freq vector fields per doc] [took 0.036 sec]\n    test: docvalues...........OK [2 docvalues fields; 0 BINARY; 1 NUMERIC; 1 SORTED; 0 SORTED_NUMERIC; 0 SORTED_SET] [took 0.206 sec]\n\n\nMaybe check index should have a integrity-check only option as a followup.',1
'It would just be sugar to the user, but this would always be pretty fast.',1
'sorry, here is the correct patch.',1
'OK I noticed one case where live docs didn\'t confess how long it took \nI\'ll fix that and commit.',1
'Commit 1658831 from Michael McCandless in branch \'dev/trunk\'\n[ https://svn.apache.org/r1658831 ]\nLUCENE-6233: speed up CheckIndex when the index has term vectors',0
'Commit 1658832 from Michael McCandless in branch \'dev/branches/branch_5x\'\n[ https://svn.apache.org/r1658832 ]\nLUCENE-6233: speed up CheckIndex when the index has term vectors',0
'Bulk close after 5.1 release',1
'This was introduced with LUCENE-5610\nI\'ll fix the nightly Lucene benchmark to plot CheckIndex time ... we could have spotted this performance regression.',1
'I think CheckIndex should not check Terms.getMin/Max for TVs?',1
'Patch attached + a couple of unit tests for allTermsRequired=false',1
'I didn\'t see this patch yet, but as I said in SOLR-6648, I think it makes sense to set those defaults in the constructor.',1
'Boon Low, could you update the patch to a recent version of trunk?',1
'Also, could you add javadocs to the newly added constructors?',1
'That patch was based upon and tested with the v4.10.3 release on Dec 20.',0
'But I can see that have been significant changes to AnalyzingInfixSuggester in the trunk.',0
'Shall update and test the patch tomorrow.',0
'patch updated w.r.t.',1
'trunk 05/01/15',0
'The patch looks good.',1
'I added some more tests to the new code and renamed the field highlighting->highlight',1
'Minor changes to the test and made the new fields private.',1
'I\'ll commit this soon',1
'Commit 1649893 from Tomás Fernández Löbbe in branch \'dev/trunk\'\n[ https://svn.apache.org/r1649893 ]\nLUCENE-6149: Infix suggesters\' highlighting and allTermsRequired can be set at the constructor for non-contextual lookup',0
'Commit 1649955 from Tomás Fernández Löbbe in branch \'dev/branches/branch_5x\'\n[ https://svn.apache.org/r1649955 ]\nLUCENE-6149: Infix suggesters\' highlighting and allTermsRequired can be set at the constructor for non-contextual lookup',0
'Thanks Tomás, good to see the patch making into the trunk and branch_5x.',1
'I shall find some time soon to update and post the v.4.10.3 patch to include your changes.',0
'There\'s a typo the test class: testConstructorDefatuls',0
'patch for v4.10.3 release',1
'Commit 1650132 from Tomás Fernández Löbbe in branch \'dev/trunk\'\n[ https://svn.apache.org/r1650132 ]\nLUCENE-6149: Fixed typo',0
'Commit 1650134 from Tomás Fernández Löbbe in branch \'dev/branches/branch_5x\'\n[ https://svn.apache.org/r1650134 ]\nLUCENE-6149: Fixed typo',0
Fixed.,1
'Thanks Boon!',0
'Bulk close after 5.0 release.',1
'Simple patch + test.',1
'Thinking about this more ... it may be better to do this entirely inside a FilterDirectory.',1
E.g.,0
'when IndexOutput is closed, and the IOContext is not MERGE, increment the bytes written ... and then that same directory instance could dynamically update the target merge throttling ... maybe.',1
'I ran some tests with this approach and I think it\'s no good.',1
'This creates a tricky feedback system, where both CMS (via hard stalling of incoming threads) and this directory attempt to make change to let merges catch up.',1
'When CMS\'s hard stalls kick in, this lowers the indexing byte/sec rate, which causes this directory to (over simplistically) lower the merge IO throttling, which causes the merges to take longer.',1
'I think it\'s better if all throttling efforts happen in one place, e.g.',1
CMS.,0
'I\'l think about it ...',0
'great to see progress nuking checkabort!',1
'\n\n    // Defensive: sleep for at most 250 msec; the loop above will call us again if we should keep sleeping:\n    if (curPauseNS > 250L*1000000000) {\n      curPauseNS = 250L*1000000000;\n    }\n\n\nDid you mean 250 milliseconds or 250 seconds?',0
'+1, I really like this approach.',1
'Did you mean 250 milliseconds or 250 seconds?',0
Woops!,0
'I\'ll fix, thanks.',0
'I was never sure what a good value for the rate limiter would be so I\'m very happy to see Lucene take care of it by itself.',1
'+  /** true if we should rate-limit writes for each merge; false if not.',0
'null means use dynamic default: */\n+  private boolean doAutoIOThrottle = true;\n\n\nI think the comment is outdated since doAutoIOThrottle is a boolean now (instead of a Boolean)?',1
'There is a similar leftover a couple of lines below I think: if (doAutoIOThrottle == Boolean.TRUE)\n\n\n+    /** Set by {@link IndexWriter} to rate limit writes and abort this merge.',1
'*/\n+    public final MergeRateLimiter rateLimiter;\n\n\nI think the comment is a bit confusing since this property is not actually set by the index writer?',1
'/** Returns 0 if no pause happened, 1 if pause because rate was 0.0 (merge is paused), 2 if paused with a normal rate limit.',0
'*/\n  private synchronized int maybePause(long bytes, long curNS) throws MergePolicy.MergeAbortedException\n\n\nMaybe having constants or an enum would make the code easier to read?',1
'Thanks Adrien Grand, here\'s a new patch with those fixes.',1
'Commit 1649532 from Michael McCandless in branch \'dev/trunk\'\n[ https://svn.apache.org/r1649532 ]\nLUCENE-6119: CMS dynamically rate limits IO writes of each merge depending on incoming merge rate',0
'Commit 1649539 from Michael McCandless in branch \'dev/branches/branch_5x\'\n[ https://svn.apache.org/r1649539 ]\nLUCENE-6119: CMS dynamically rate limits IO writes of each merge depending on incoming merge rate',0
'Commit 1650025 from Michael McCandless in branch \'dev/trunk\'\n[ https://svn.apache.org/r1650025 ]\nLUCENE-6119: fix just arrived merge to throttle correctly',0
'Commit 1650026 from Michael McCandless in branch \'dev/branches/branch_5x\'\n[ https://svn.apache.org/r1650026 ]\nLUCENE-6119: fix just arrived merge to throttle correctly',0
'Commit 1650027 from Michael McCandless in branch \'dev/branches/branch_5x\'\n[ https://svn.apache.org/r1650027 ]\nLUCENE-6119: fix just arrived merge to throttle correctly',0
'Commit 1650463 from Michael McCandless in branch \'dev/trunk\'\n[ https://svn.apache.org/r1650463 ]\nLUCENE-6119: set initial rate for forced merge correctly',0
'Commit 1650464 from Michael McCandless in branch \'dev/branches/branch_5x\'\n[ https://svn.apache.org/r1650464 ]\nLUCENE-6119: set initial rate for forced merge correctly',0
'Commit 1650594 from Michael McCandless in branch \'dev/branches/branch_5x\'\n[ https://svn.apache.org/r1650594 ]\nLUCENE-6119: must check merge for abort even when we are not rate limiting; don\'t wrap rate limiter when doing addIndexes (it\'s not abortable); don\'t leak file handle when wrapping',0
'Commit 1650595 from Michael McCandless in branch \'dev/trunk\'\n[ https://svn.apache.org/r1650595 ]\nLUCENE-6119: must check merge for abort even when we are not rate limiting; don\'t wrap rate limiter when doing addIndexes (it\'s not abortable); don\'t leak file handle when wrapping',0
'Commit 1651305 from Michael McCandless in branch \'dev/branches/branch_5x\'\n[ https://svn.apache.org/r1651305 ]\nLUCENE-6119: make sure minPauseCheckBytes is set on init of MergeRateLimiter',0
'Commit 1651307 from Michael McCandless in branch \'dev/trunk\'\n[ https://svn.apache.org/r1651307 ]\nLUCENE-6119: make sure minPauseCheckBytes is set on init of MergeRateLimiter',0
'I realize this issue is closed but it\'d be sweet to have this kind of adaptive heuristic to throttle the number of merging threads as well.',1
'Let me explain.',0
'When you think of it, the really important measurement of quality on the surface is I/O throughput of merges combined with I/O throughput of IW additions (indexing).',1
'Essentially we want to maximize a function:\n\n\nf = merge_throughput + indexing_throughput\n\n\nperhaps with a bias towards indexing_throughput which can be modeled (by multiplying by a constant?).',1
'The underlying variables to adaptively tune are:\n\nhow many merge threads there are (for example having too many doesn\'t make sense on a spindle, with an SSD this is not a problem),\nwhen to pause/ resume existing merge threads,\nwhen to pause/ resume indexing threads.',1
'What\'s interesting is that we can tweak these variables in response to the the current value (and gradient) of function f. This means an adaptive algorithm could (examples):\n\nreact to temporary external system load (for example pausing some merge threads if it observes a drop in throughput),\n\n\nfind out the sweet spot of how many merge threads there can be without saturating I/O (no need to detect SSD vs. spindle; we just want to maximize f – the optimal number of merge threads would emerge by itself from looking at the data).',1
'Now the big question is what this algorithm should look like, of course.',1
'The options vary from relatively simple hand-written rule-based heuristics to an advanced black-box with either pre-trained or adaptive machine learning algorithms.',1
'I have an application that has just one of the objectives of function f (we need to quickly merge a large set of segments, optimally without knowing or caring what the underlying disk hardware/ disk buffers are).',1
'I\'ll report my impressions once I have it done.',0
'I think auto-tuning merge thread count would be a great addition!',1
'I know.',0
'It would take a lot of manual tuning or detection (ssd vs. non-ssd vs. hybrid vs. large mem disk buffers, etc.)',1
'off the map.',1
'And it could gracefully play with other components of the system without clogging everything (like ionice).',1
'We\'ll see.',0
'Bulk close after 5.0 release.',1
'Patch against branch_5x',1
Oops.,0
'Here is the real patch against branch_5x.',1
'+1, looks good.',1
'Commit 1636025 from Ryan Ernst in branch \'dev/branches/branch_5x\'\n[ https://svn.apache.org/r1636025 ]\nLUCENE-6043: Fix backcompat support for UAX29URLEmailTokenizer',0
'Commit 1636074 from Ryan Ernst in branch \'dev/branches/branch_5x\'\n[ https://svn.apache.org/r1636074 ]\nLUCENE-6043: Forgot to svn add the new file',0
'Bulk close after 5.0 release.',1
'Committed to trunk and branch_5x.',1
'Thanks again for reporting, Ilia Sretenskii!',0
'Unfortunately I can not help you with that, guys.',0
'My experience is limited with Apache Maven and I honestly have no idea about how Apache Ant and Apache Ivy work at all.',0
'Isn\'t that just too many of different dependency managers to mess with, that are causing their own conflicts troubles?',1
'+1 for backport to 4.10.x',1
'Reopening to backport to the 4.10 branch',1
'Committed to lucene_solr_4_10.',1
'Thanks Jan. - Steve',0
'updated description with work around for older sources',1
'Can you post a test case which fails with this exception?',0
'I\'m afraid that would be very hard as it is not easily reproducible, and I am not able to provide you with my production index.',0
'Basically what I do is I\'m calling DrillSideways search method with boolean query like (+field:term1 + field:term2 +field:term3 +field:term4 -field:term5) and drilldown on one facet dimension.',1
